PIS,SIRT6
PIS,SIR2.1
PIS,LYSOZYME
PIS,SIR2
PIS,PROTEIN N
PIS,SIRT2
PIS,SIRT3
PIS,P53
PIS,SIRT7
PIS,ALPHA TUBULIN
PIS,CDD
PIS,SIRT5
PIS,STREPTAVIDIN
PIS,NIS
PIS,GAG
PIS,TBE 1
PIS,PROTEASE INHIBITORS
PIS,SIRT4
PIS,DNA POLYMERASE
PIS,PHOSPHATASE
PTEN,P53
PTEN,PI3K
PTEN,MTOR
PTEN,P65
PTEN,SIRT1
PTEN,AMPK
PTEN,ERK1
PTEN,MYC
LIPASE,OCCLUDIN
LIPASE,UCP2
LIPASE,PPAR?
LIPASE,?-ACTIN
LIPASE,IL6
LIPASE,IGF-I
LIPASE,GROWTH FACTORS
LIPASE,SIRT2
LIPASE,SIRT3
LIPASE,NADH
LIPASE,CITRATE SYNTHASE
LIPASE,PROTEIN 3
LIPASE,UCP1
LIPASE,SIRT4
LIPASE,ATGL
LIPASE,INTERLEUKIN-8
LIPASE,GLUTATHIONE REDUCTASE
LIPASE,ADIPOSE TRIGLYCERIDE LIPASE
LIPASE,TNF
LIPASE,GLUTATHIONE PEROXIDASE
LIPASE,LIPOPROTEIN LIPASE
LIPASE,AMPK
LIPASE,IGF
LIPASE,CARNITINE PALMITOYLTRANSFERASE 1A
LIPASE,PROTEIN 2
LIPASE,GROWTH FACTOR
LIPASE,INTERLEUKIN-1 BETA
LIPASE,CATALASE
LIPASE,INTERLEUKIN-6
LIPASE,IL10
LIPASE,CYTOCHROME C
LIPASE,SIRT1
LIPASE,PGC1?
LIPASE,MAMMALIAN TARGET OF RAPAMYCIN
LIPASE,INSULIN-LIKE GROWTH FACTORS
LIPASE,HEMOGLOBIN
LIPASE,SUPEROXIDE DISMUTASE
LIPASE,SIRT6
LIPASE,SERUM ALBUMIN
LIPASE,FATTY ACID-BINDING PROTEIN
LIPASE,HORMONE SENSITIVE LIPASE
LIPASE,SIRT7
LIPASE,SIRT5
LIPASE,MTOR
LIPASE,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR ?
LIPASE,CPT1A
LIPASE,INTERLEUKIN-10
LIPASE,GROWTH HORMONE
LIPASE,TUMOR NECROSIS FACTOR
LIPASE,THIOREDOXIN
P16,NUCLEAR FACTOR ERYTHROID 2-RELATED FACTOR 2
P16,MNSOD
P16,SMAD2
P16,PKB
P16,RAS
P16,STAT3
P16,PROTEIN KINASE B
P16,PLASMINOGEN ACTIVATOR INHIBITOR-1
P16,SUPEROXIDE DISMUTASE
P16,TNF-?
P16,OGG1
P16,KLOTHO
P16,IGF
P16,MAMMALIAN TARGET OF RAPAMYCIN
P16,ACTIN
P16,NOTCH1
P16,STAT
P16,FOXO1
P16,INSULIN-LIKE GROWTH FACTOR
P16,MTOR
P16,UBIQUITIN
P16,SASP
P16,NRF2
P16,CYCLIN
P16,IL-1?
P16,S6K
P16,LUCIFERASE
P16,PPAR
P16,P300
P16,SMAD3
SIRT2,SIRT1
ALDH1A1,SIRT1
ALDH1A1,ER?
ALDH1A1,VIMENTIN
ALDH1A1,PTEN
ALDH1A1,HISTONE H3
ALDH1A1,CD24
ALDH1A1,SIRT3
ALDH1A1,H3K4
ALDH1A1,NOTCH
ALDH1A1,LSD1
ALDH1A1,NOTCH1
ALDH1A1,ALDH1
ALDH1A1,CDH1
ALDH1A1,CD34
ALDH1A1,SMAD4
ALDH1A1,MTOR
ALDH1A1,DEMETHYLASE
ALDH1A1,ALDH
ALDH1A1,MYC
ALDH1A1,CSC
ALDH1A1,SURVIVIN
ALDH1A1,ESTROGEN RECEPTOR
ALDH1A1,SIRT2
ALDH1A1,ZEB1
ALDH1A1,TERT
ALDH1A1,NADH
ALDH1A1,DISINTEGRIN
ALDH1A1,AKT
ALDH1A1,P53
ALDH1A1,SOX2
ALDH1A1,PI3K
ALDH1A1,SIRT7
ALDH1A1,CD44
ALDH1A1,NANOG
ALDH1A1,GROWTH FACTOR
ALDH1A1,TCF
ALDH1A1,PCAF
ALDH1A1,CYCLIN D1
ALDH1A1,EMT
PYLRS,SIRT1
PYLRS,BL21
TATA-BOX-BINDING PROTEIN,CBP
TATA-BOX-BINDING PROTEIN,SIRT1
TATA-BOX-BINDING PROTEIN,ACETYLTRANSFERASE
TATA-BOX-BINDING PROTEIN,CREB-BINDING PROTEIN
TATA-BOX-BINDING PROTEIN,P300
TATA-BOX-BINDING PROTEIN,TBP
ACETYLTRANSFERASES,ACS
ACETYLTRANSFERASES,NAMPT
ACETYLTRANSFERASES,PROTEASE INHIBITOR
ACETYLTRANSFERASES,SIRT2
ACETYLTRANSFERASES,P53
ACETYLTRANSFERASES,SIRT3
ACETYLTRANSFERASES,SIRT6
ACETYLTRANSFERASES,TRYPSIN
ACETYLTRANSFERASES,TFA
ACETYLTRANSFERASES,?-TUBULIN
ACETYLTRANSFERASES,SIRT5
ACETYLTRANSFERASES,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE
ACETYLTRANSFERASES,HISTONE H3
ACETYLTRANSFERASES,SIRT1
ACETYLTRANSFERASES,SIR2
ACETYLTRANSFERASES,HRP
DNMT1,SUV39H1
DNMT1,FRA1
DNMT1,MNSOD
DNMT1,SMAD2
DNMT1,AKT
DNMT1,KU70
DNMT1,SOD2
DNMT1,CASPASE-3
DNMT1,HCC
DNMT1,PDH
DNMT1,SUPEROXIDE DISMUTASE
DNMT1,BAX
DNMT1,VIMENTIN
DNMT1,SIRT1
DNMT1,ECM
DNMT1,CBP
DNMT1,SIRT6
DNMT1,CRC
DNMT1,RAD51
DNMT1,SURVIVIN
DNMT1,BRCA1
DNMT1,GDH
DNMT1,C-MYC
DNMT1,GROWTH FACTORS
DNMT1,SIRT2
DNMT1,E-CADHERIN
DNMT1,SET7
DNMT1,P53
DNMT1,?-CATENIN
DNMT1,P27
DNMT1,SIRT7
DNMT1,PPAR-?
DNMT1,HISTONE H4
DNMT1,SIRT3
DNMT1,NADH
DNMT1,SMAD4
DNMT1,FOXO1
DNMT1,SIRT5
DNMT1,ACETYLTRANSFERASES
DNMT1,CASPASE
DNMT1,PARP1
DNMT1,ACETYLTRANSFERASE
DNMT1,ACTB
DNMT1,P21
DNMT1,FOXO3A
DNMT1,GROWTH FACTOR
DNMT1,RB1
DNMT1,GLUTAMATE DEHYDROGENASE
DNMT1,SIRT4
DNMT1,CREB-BINDING PROTEIN
DNMT1,CPS1
DNMT1,TERT
DNMT1,EMT
DNMT1,IDH2
DNMT1,P300
DNMT1,STATHMIN
DNMT1,HIF-1?
DNMT1,THIOREDOXIN
DNMT1,H2AX
DNMT1,HISTONE H3
DNMT3A,CRE
DNMT3A,SILENT INFORMATION REGULATOR 2
DNMT3A,SIRT1
DNMT3A,SIRT6
DNMT3A,ENHANCER OF ZESTE HOMOLOG 2
DNMT3A,LEF1
DNMT3A,SIR2
DNMT3A,TNF?
DNMT3A,SIRT2
DNMT3A,NANOG
DNMT3A,SIRT3
DNMT3A,P53
DNMT3A,SIRT7
DNMT3A,TET
DNMT3A,SIRT5
DNMT3A,CD34
DNMT3A,MTOR
DNMT3A,TCF
DNMT3A,HEME OXYGENASE-1
DNMT3A,SIRT4
DNMT3A,SOX2
DNMT3A,EZH2
CONNEXIN 43,SIR2
CONNEXIN 43,SIRT3
CONNEXIN 43,SIRT5
CONNEXIN 43,SIRT1
CONNEXIN 43,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE
CONNEXIN 43,SIRT7
CONNEXIN 43,NAMPT
CONNEXIN 43,NADH
CONNEXIN 43,SIRT4
CONNEXIN 43,PARP
CONNEXIN 43,SIRT2
CONNEXIN 43,NESTIN
CONNEXIN 43,SIRT6
CONNEXIN 43,PGC-1?
CONNEXIN 43,SUPEROXIDE DISMUTASE
CONNEXIN 43,CD38
P53,HISTONE H3
P53,SIRT7
P53,IGF
P53,SIR2
P53,AKT
P53,SIRT6
P53,SIRT1
P53,SIRT3
COX-2,INOS
COX-2,SIRT1
SIRT3,GROWTH FACTOR
IGF1,MMP-9
IGF1,FOXO3
IGF1,P21
IGF1,P53
IGF1,AKT
IGF1,SIRT3
IGF1,AMPK
IGF1,INSULIN LIKE GROWTH FACTOR
IGF1,CYCLIN
IGF1,SIRT4
IGF1,SUPEROXIDE DISMUTASE
IGF1,JNK
IGF1,SILENT INFORMATION REGULATOR 2
IGF1,SOD2
IGF1,MAPK
IGF1,COX-2
IGF1,PI3K
IGF1,MNSOD
IGF1,MECHANISTIC TARGET OF RAPAMYCIN
IGF1,SIRT7
IGF1,SIRT2
IGF1,SIRT1
IGF1,SIRT6
IGF1,SIR2
IGF1,MTOR
TSA,SIRT2
TSA,HDAC4
TSA,HDAC6
TSA,TUMOR NECROSIS FACTOR
TSA,HDAC1
TSA,HISTONE H3
TSA,UBIQUITIN
TSA,TUMOR SUPPRESSOR P53
TSA,SIRT4
TSA,HDAC8
TSA,SIRT3
TSA,TNF-?
TSA,HRP
TSA,P53
TSA,HDAC3
TSA,SIRT1
TSA,SIRT5
PDK4,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA COACTIVATOR 1-ALPHA
PDK4,PGC1?
PDK4,PPAR?
PDK4,KU70
PDK4,PDK1
PDK4,FOXO3A
PDK4,PGC-1?
PDK4,SIRT3
PDK4,PDK
PDK4,SIRT2
PDK4,PYRUVATE DEHYDROGENASE KINASE
PDK4,CITRATE SYNTHASE
PDK4,GROWTH FACTORS
PDK4,SIRT7
PDK4,BCL2
PDK4,UBIQUITIN
PDK4,MTOR
PDK4,NADH
PDK4,MAMMALIAN TARGET OF RAPAMYCIN
PDK4,GROWTH FACTOR
PDK4,SIRT4
PDK4,FOXO1
PDK4,CATALASE
PDK4,FOXO
PDK4,NAMPT
PDK4,P53
PDK4,PTEN
PDK4,BMAL1
PDK4,INSULIN-LIKE GROWTH FACTOR
PDK4,IGF-1
PDK4,INSULIN RECEPTOR
PDK4,PPAR
PDK4,SIRT1
PDK4,COA SYNTHASE
PDK4,MYOD
PDK4,NITRIC OXIDE SYNTHASE
PDK4,PI3K
PDK4,ATROGIN-1
PDK4,PROTEIN KINASE B
PDK4,GLUCOSE TRANSPORTER
PDK4,SIRT6
PDK4,AMPK
PDK4,MYOGENIN
SIRT3,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE
SIRT3,NAMPT
SIRT3,AMPK
ARNTL,PROTEIN KINASE A
ARNTL,DBP
ARNTL,PEROXIREDOXIN
ARNTL,NAMPT
ARNTL,CKI
ARNTL,ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR
ARNTL,AMPK
ARNTL,SIRT1
ARNTL,SIRT6
ARNTL,SIRT3
ARNTL,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE
ARNTL,PER1
ARNTL,BMAL1
ARNTL,PER2
ARNTL,NR1D1
ARNTL,CRY1
ARNTL,CASEIN KINASE I
ARNTL,CRY2
BMP2,MORPHOGENETIC PROTEIN
BMP2,OSTEOCALCIN
BMP2,HDAC1
BMP2,SIRT1
BMP2,GAPDH
BMP2,SIRT3
DNMT3A,TRANSFORMING GROWTH FACTOR BETA 1
DNMT3A,IGF-1
DNMT3A,STAT3
DNMT3A,DNMT
DNMT3A,P16INK4A
DNMT3A,TELOMERASE REVERSE TRANSCRIPTASE
DNMT3A,BRAF
DNMT3A,GADD45
DNMT3A,HDAC11
DNMT3A,CDKN2A
DNMT3A,CDK1
DNMT3A,KCNMB4
DNMT3A,DNMT1
DNMT3A,H3K4
DNMT3A,CDKN1B
DNMT3A,GNAS
DNMT3A,ACETYLTRANSFERASES
DNMT3A,DNMT3B
DNMT3A,INSULIN-LIKE GROWTH FACTOR
DNMT3A,FGFR2
DNMT3A,HMGA
DNMT3A,MEN1
DNMT3A,ALPHA1
DNMT3A,GROWTH FACTOR
DNMT3A,HMGA2
DNMT3A,RB1
DNMT3A,HDAC2
DNMT3A,MEG3
DNMT3A,UBIQUITIN
DNMT3A,SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3
DNMT3A,CYCLIN
DNMT3A,BMP4
DNMT3A,RHOD
DNMT3A,TERT
DNMT3A,GROWTH HORMONE
DNMT3A,PROLACTIN
DNMT3A,MYC
DNMT3A,PRL
DNMT3A,DAPK
DNMT3A,FIBROBLAST GROWTH FACTOR RECEPTOR 2
DNMT3A,MGMT
NCS,KU70
NCS,SIRT1
NCS,SIRT2
NCS,P53
NCS,MYC
BACE1,SIRT1
P53,SIRT2
P53,?-TUBULIN
P53,S3A
STRUCTURAL PROTEINS,PCAF
STRUCTURAL PROTEINS,SET7
STRUCTURAL PROTEINS,GST
STRUCTURAL PROTEINS,HDAC6
STRUCTURAL PROTEINS,NADH
STRUCTURAL PROTEINS,YFP
STRUCTURAL PROTEINS,C/EBP?
STRUCTURAL PROTEINS,PPAR?
STRUCTURAL PROTEINS,RECOMBINASE
STRUCTURAL PROTEINS,ACETYLTRANSFERASE
STRUCTURAL PROTEINS,NUCLEASE
STRUCTURAL PROTEINS,PHOSPHATASES
STRUCTURAL PROTEINS,PROTEASE INHIBITOR
STRUCTURAL PROTEINS,P300
STRUCTURAL PROTEINS,PROTEIN ACETYLTRANSFERASES
STRUCTURAL PROTEINS,GAL4
STRUCTURAL PROTEINS,ACETYLTRANSFERASES
STRUCTURAL PROTEINS,NCOR1
GDH,SIR2
N-CADHERIN,MMP7
N-CADHERIN,FOXC2
N-CADHERIN,TGF-?1
N-CADHERIN,AKT
N-CADHERIN,ZEB2
N-CADHERIN,DNMT
N-CADHERIN,HCC
N-CADHERIN,MMP9
N-CADHERIN,VIMENTIN
N-CADHERIN,SIRT1
N-CADHERIN,SIRT6
N-CADHERIN,SIRT2
N-CADHERIN,HISTONE H3
N-CADHERIN,E-CADHERIN
N-CADHERIN,?-CATENIN
N-CADHERIN,HGF
N-CADHERIN,SIRT7
N-CADHERIN,HIF-1
N-CADHERIN,SMAD4
N-CADHERIN,FGF
N-CADHERIN,HEPATOCYTE GROWTH FACTOR
N-CADHERIN,INSULIN-LIKE GROWTH FACTOR
N-CADHERIN,FIBRONECTIN
N-CADHERIN,GROWTH FACTOR
N-CADHERIN,TWIST2
N-CADHERIN,ZEB1
N-CADHERIN,VEGF
N-CADHERIN,GLUTAMATE DEHYDROGENASE
N-CADHERIN,SP1
N-CADHERIN,SIRT4
N-CADHERIN,ADP-RIBOSYLTRANSFERASE
N-CADHERIN,EMT
N-CADHERIN,NOTCH
N-CADHERIN,TWIST1
GROWTH FACTOR,DLD
GROWTH FACTOR,GLUTAMATE DEHYDROGENASE
GROWTH FACTOR,MEF
GROWTH FACTOR,SIRT2
GROWTH FACTOR,?-ACTIN
GROWTH FACTOR,AT-RICH INTERACTIVE DOMAIN-CONTAINING PROTEIN 1A
GROWTH FACTOR,SIRT4
GROWTH FACTOR,CYCLIN D
GROWTH FACTOR,SIRT7
GROWTH FACTOR,CELL CYCLE REGULATORY PROTEINS
GROWTH FACTOR,ERK
GROWTH FACTOR,GAPDH
GROWTH FACTOR,SIRT1
GROWTH FACTOR,P53
GROWTH FACTOR,PEROXIDASE
GROWTH FACTOR,CYCLIN
GROWTH FACTOR,NOTCH
GROWTH FACTOR,TRYPSIN
GROWTH FACTOR,SGC
GROWTH FACTOR,MYC
GROWTH FACTOR,T2A
PROTEASE INHIBITORS,ECL
PROTEASE INHIBITORS,STAT
PROTEASE INHIBITORS,NITRIC OXIDE SYNTHASE
PROTEASE INHIBITORS,SOD2
PROTEASE INHIBITORS,NADH
PROTEASE INHIBITORS,PI3K
PROTEASE INHIBITORS,ERK
PROTEASE INHIBITORS,GAPDH
PROTEASE INHIBITORS,PEROXIDASE
PROTEASE INHIBITORS,AMPK
PROTEASE INHIBITORS,APROTININ
PROTEASE INHIBITORS,INOS
PROTEASE INHIBITORS,SUPEROXIDE DISMUTASE
PROTEASE INHIBITORS,MAPK
P16,IL-8
P16,NITRIC OXIDE SYNTHASE
P16,P16INK4A
P16,CYCLIN D1
P16,HRP
P16,TRYPSIN
P16,CDKN2A
P16,CYCLINS
P16,GAPDH
P16,S3A
P16,ENOS
P16,CXCR4
P16,PEROXIDASE
P16,GFR
P16,FGF
P16,IL-6
P16,GROWTH FACTOR
P16,BASIC FIBROBLAST GROWTH FACTOR
P16,VEGF
P16,GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE
P16,BETA-GALACTOSIDASE
P16,VEGFR2
P16,S3B
P16,ANNEXIN V
P16,PROTEASE INHIBITOR
SIRT3,P53
SIRT3,ECL
LIPASE,FATTY ACID SYNTHASE
LIPASE,INSULIN RECEPTOR
LIPASE,PGC-1?
LIPASE,IGF-1
LIPASE,STAT3
LIPASE,X RECEPTOR
LIPASE,NPY
LIPASE,P53
LIPASE,FOXO
LIPASE,FOXO1
LIPASE,ACLY
LIPASE,IRS-2
LIPASE,SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3
LIPASE,POMC
LIPASE,GLUT4
LIPASE,GLUCOSE TRANSPORTER
LIPASE,HISTONE H3
ZINC FINGER E-BOX-BINDING HOMEOBOX 1,LUCIFERASE
ZINC FINGER E-BOX-BINDING HOMEOBOX 1,ZEB1
PARP,SIRT1
PARP,SOD1
PARP,SIRT6
PARP,SIRT4
PARP,NRF2
PARP,SIRT7
PARP,PROTEASE INHIBITOR
PARP,SIRT3
PARP,SIRT2
PARP,?-ACTIN
PARP,SIR2
PARP,SIRT5
GROWTH FACTOR,PGC-1?
GROWTH FACTOR,BDNF
GROWTH FACTOR,RECOMBINASE
GROWTH FACTOR,MTOR
GROWTH FACTOR,NADH
GROWTH FACTOR,TUMOR SUPPRESSOR P53
GROWTH FACTOR,SIRT3
GROWTH FACTOR,SIR2
GROWTH FACTOR,AMPK
GROWTH FACTOR,PTEN
GROWTH FACTOR,UBIQUITIN
PUMA,JNK1
PUMA,MDM2
PUMA,FOXO1
PUMA,P300
PUMA,S3B
PUMA,MAPK
PUMA,FOXO3
PUMA,SIRT6
PUMA,CASPASE 3
PUMA,SIRT2
PUMA,NOXA
PUMA,P21
PUMA,HCC
PUMA,P38
PUMA,JNK
PUMA,BAX
PUMA,SIR2
PUMA,SIRT1
PUMA,GAPDH
PUMA,S3A
PUMA,PHOSPHATASE
PUMA,LUCIFERASE
PUMA,PEROXIDASE
PUMA,P53
PUMA,SIRT3
PUMA,PARP
PUMA,ACETYLTRANSFERASE
PUMA,HDAC3
CRL,?-ACTIN
LDH,GAPDH
LDH,PEROXIDASE
LDH,NADH
LDH,SIRT3
LDH,COMPLEX I
LDH,SEAHORSE
LDH,SIRT1
PPAR?,P53
PPAR?,SIRT4
PPAR?,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR-?
PPAR?,SIRT1
HDA1,HDAC11
HDA1,HDAC5
HDA1,SIRT4
HDA1,SIRT6
HDA1,HDAC4
HDA1,HDAC10
HDA1,SIRT2
HDA1,HDAC7
HDA1,P65
HDA1,MEF2
HDA1,RPD3
HDA1,HISTONE H3
HDA1,SIRT7
HDA1,FAS
HDA1,HDAC1
HDA1,PKD
HDA1,SIRT5
HDA1,SIR2
HDA1,HDAC9
HDA1,SIRT1
HDA1,HDAC8
HDA1,HDAC2
HDA1,VEGF
HDA1,HDAC6
HDA1,SIRT3
HDA1,P53
HDA1,HDAC3
OSCP,CYPD
OSCP,SIRT3
OSCP,CYCLOPHILIN D
BCL-2,KU70
BCL-2,NITRIC OXIDE SYNTHASE
BCL-2,MNSOD
BCL-2,SUPEROXIDE DISMUTASE
BCL-2,BIM
BCL-2,JNK
BCL-2,SOD2
BCL-2,PDH
BCL-2,NAMPT
BCL-2,PARP1
BCL-2,PROTEIN BAX
BCL-2,AP-1
BCL-2,VEGF
BCL-2,"3,6"
BCL-2,CATALASE
BCL-2,RIP3
BCL-2,NADH
BCL-2,FOXO1
BCL-2,C/EBP?
BCL-2,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE
BCL-2,COMPLEX I
BCL-2,GROWTH FACTOR
BCL-2,TUMOR NECROSIS FACTOR
BCL-2,PGC-1?
BCL-2,RIP1
BCL-2,FATTY ACID SYNTHASE
BCL-2,LCAD
BCL-2,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR-? COACTIVATOR-1?
BCL-2,HIF-1?
BCL-2,IDH2
BCL-2,CYCLOPHILIN D
DNMT1,DNMT2
DNMT1,GLP
DNMT1,LSD1
DNMT1,ASH1
DNMT1,KAT
DNMT1,DNMT
DNMT1,EPIDERMAL GROWTH FACTOR RECEPTOR
DNMT1,PCAF
DNMT1,ESTROGEN RECEPTOR
DNMT1,GNAT
DNMT1,EGFR
DNMT1,SUMO
DNMT1,HDAC11
DNMT1,HDAC8
DNMT1,G9A
DNMT1,KDM5A
DNMT1,KMT1A
DNMT1,LSD
DNMT1,DNMT3A
DNMT1,KDM1A
DNMT1,TET1
DNMT1,H3K4
DNMT1,HDAC9
DNMT1,DEMETHYLASES
DNMT1,EZH1
DNMT1,DOT1L
DNMT1,HDAC5
DNMT1,SMYD2
DNMT1,LSD2
DNMT1,HDAC2
